Material ID,Composition,Band Gap,Calc Types
mp-2714440,Na42 Ta12 Ga12 Si33 S3 O144,3.4097,{'mp-2714440': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714446,Na42 Y12 Nb12 Si33 S3 O144,2.6026,{'mp-2714446': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714481,Na42 Y12 Ta12 Si33 S3 O144,3.3785,{'mp-2714481': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714555,Na42 Ca12 Mg12 Si9 S27 O144,2.9267000000000003,{'mp-2714555': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714496,Na42 Zr12 Si33 Ge12 S3 O144,3.434599999999999,{'mp-2714496': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714526,Na42 La12 Nb12 Si33 S3 O144,2.5147,{'mp-2714526': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714554,Na42 Mg12 Zn12 Si9 S27 O144,2.9391,{'mp-2714554': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714589,Na42 Nb12 In12 Si33 S3 O144,2.5938,{'mp-2714589': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714631,Na42 Ti12 In12 Si27 S9 O144,2.1679,{'mp-2714631': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714578,Na42 Sc12 Ta12 Si33 S3 O144,3.4374000000000002,{'mp-2714578': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714653,Na42 Ca6 Zr18 Si27 S9 O144,3.1703,{'mp-2714653': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714559,Na42 Nb12 Al12 Si33 S3 O144,2.329,{'mp-2714559': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714672,Na18 Sc15 Ta9 Si18 S18 O144,2.353099999999999,{'mp-2714672': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714681,Na18 Sc15 Nb9 Si18 S18 O144,1.5246,{'mp-2714681': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714680,Na30 Zn12 Ga12 Si9 S27 O144,2.2998,{'mp-2714680': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714688,Na18 Zn3 Si18 Sn21 S18 O144,1.3114,{'mp-2714688': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714690,Na42 Zr12 Al12 Si27 S9 O144,3.3091,{'mp-2714690': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714695,Na18 Mg3 Zr21 Si18 S18 O144,3.0108,{'mp-2714695': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714717,Na42 Ti18 Zn6 Si27 S9 O144,1.718699999999999,{'mp-2714717': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714646,Na42 Mg6 Ti18 Si27 S9 O144,1.7771999999999992,{'mp-2714646': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714667,Na30 La12 Zn12 Si9 S27 O144,2.948,{'mp-2714667': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714693,Na30 Y12 Mg12 Si9 S27 O144,3.6074,{'mp-2714693': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714598,Na42 Hf12 Si33 Ge12 S3 O144,3.2326,{'mp-2714598': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714620,Na30 Ca18 Si9 Ge6 S27 O144,0.006399999999999,{'mp-2714620': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714629,Na18 Ca3 Si18 Ge21 S18 O144,1.124699999999999,{'mp-2714629': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714560,Na18 Ta12 Nb12 Si33 S3 O144,2.8466,{'mp-2714560': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714572,Na42 Hf12 Si33 Sn12 S3 O144,3.2511,{'mp-2714572': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714685,Na30 Mg12 Al12 Si9 S27 O144,3.486399999999999,{'mp-2714685': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714670,Na18 Nb9 In15 Si18 S18 O144,1.445399999999999,{'mp-2714670': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714675,Na18 Ca3 Zr21 Si18 S18 O144,2.9533,{'mp-2714675': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714676,Na30 Ca12 Sc12 Si9 S27 O144,2.6001000000000003,{'mp-2714676': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714622,Na18 Nb9 Ga15 Si18 S18 O144,1.5325,{'mp-2714622': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714702,Na30 Ca18 Ti6 Si9 S27 O144,0.9272,{'mp-2714702': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714708,Na30 La12 Mg12 Si9 S27 O144,3.4733,{'mp-2714708': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714713,Na42 Hf12 Ga12 Si27 S9 O144,3.5317,{'mp-2714713': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714621,Na42 Mg6 Si27 Ge18 S9 O144,1.955099999999999,{'mp-2714621': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714635,Na42 Ca6 Si27 Sn18 S9 O144,1.6790999999999991,{'mp-2714635': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714664,Na30 Ti6 Zn18 Si9 S27 O144,1.2942,{'mp-2714664': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714674,Na42 Ca6 Si27 Ge18 S9 O144,1.6505,{'mp-2714674': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714659,Na42 In12 Si27 Sn12 S9 O144,2.196199999999999,{'mp-2714659': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714648,Na18 Ti21 Zn3 Si18 S18 O144,1.7146,{'mp-2714648': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714654,Na42 Hf12 In12 Si27 S9 O144,2.990199999999999,{'mp-2714654': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714677,Na42 Zr12 Sc12 Si27 S9 O144,3.623099999999999,{'mp-2714677': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714718,Na18 Mg3 Ti21 Si18 S18 O144,1.6643999999999992,{'mp-2714718': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714750,Na42 Nb6 Ga18 Si27 S9 O144,1.8582,{'mp-2714750': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714769,Na42 Y12 Si27 Sn12 S9 O144,2.272999999999999,{'mp-2714769': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714749,Na18 Y15 Ta9 Si18 S18 O144,2.2446,{'mp-2714749': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714761,Na42 Nb6 In18 Si27 S9 O144,1.839,{'mp-2714761': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714734,Na42 Mg6 Zr18 Si27 S9 O144,3.3146,{'mp-2714734': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714742,Na42 Y18 Nb6 Si27 S9 O144,1.9628,{'mp-2714742': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714764,Na42 Y18 Ta6 Si27 S9 O144,2.7157,{'mp-2714764': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714786,Na42 Y12 Zr12 Si27 S9 O144,3.6196,{'mp-2714786': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714822,Na18 Ta9 Ga15 Si18 S18 O144,2.2326,{'mp-2714822': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714727,Na18 Hf21 Zn3 Si18 S18 O144,3.6929,{'mp-2714727': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714739,Na42 Nb12 Zn12 Si27 S9 O144,1.3415,{'mp-2714739': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714772,Na42 Ca6 Hf18 Si27 S9 O144,3.4062,{'mp-2714772': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714773,Na42 Ta12 Zn12 Si27 S9 O144,2.1195,{'mp-2714773': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714815,Na42 Ca6 Ti18 Si27 S9 O144,1.602899999999999,{'mp-2714815': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714817,Na30 Al12 Zn12 Si9 S27 O144,3.3529,{'mp-2714817': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714821,Na30 Mg12 Sc12 Si9 S27 O144,3.1704,{'mp-2714821': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714795,Na30 Mg18 Ti6 Si9 S27 O144,0.6856999999999991,{'mp-2714795': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714760,Na30 Hf6 Zn18 Si9 S27 O144,3.094,{'mp-2714760': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714785,Na30 Ca18 Si9 Sn6 S27 O144,0.9283000000000001,{'mp-2714785': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714835,Na30 Y12 Zn12 Si9 S27 O144,3.3019,{'mp-2714835': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714780,Na30 Ca12 Y12 Si9 S27 O144,3.5288,{'mp-2714780': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714784,Na30 Ca12 Ga12 Si9 S27 O144,1.357299999999999,{'mp-2714784': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714787,Na42 Mg6 Si27 Sn18 S9 O144,1.9518,{'mp-2714787': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714807,Na42 Mg12 Nb12 Si27 S9 O144,1.2887,{'mp-2714807': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714810,Na42 Ta6 Al18 Si27 S9 O144,2.5501,{'mp-2714810': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714824,Na30 Zr6 Zn18 Si9 S27 O144,2.6875,{'mp-2714824': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714843,Na42 Y12 Ti12 Si27 S9 O144,2.1759,{'mp-2714843': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714844,Na42 Zr18 Zn6 Si27 S9 O144,3.2115,{'mp-2714844': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714804,Na30 Mg12 Ga12 Si9 S27 O144,2.1275,{'mp-2714804': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714808,Na30 Sc12 Zn12 Si9 S27 O144,3.2155,{'mp-2714808': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714832,Na30 Ca12 La12 Si9 S27 O144,3.5476,{'mp-2714832': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714726,Na30 Mg12 In12 Si9 S27 O144,2.2766,{'mp-2714726': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714792,Na18 Ta9 Al15 Si18 S18 O144,2.0519,{'mp-2714792': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714799,Na42 Hf18 Zn6 Si27 S9 O144,3.5194,{'mp-2714799': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714789,Na18 Ca3 Ti21 Si18 S18 O144,1.702399999999999,{'mp-2714789': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714829,Na18 La15 Nb9 Si18 S18 O144,1.4431,{'mp-2714829': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714896,Na30 Mg18 Si9 Sn6 S27 O144,1.5463,{'mp-2714896': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714902,Na42 La12 Ti12 Si27 S9 O144,2.2439,{'mp-2714902': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714924,Na30 Zn12 Si15 Sn12 S21 O144,1.2147000000000001,{'mp-2714924': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714846,Na42 Ta6 Ga18 Si27 S9 O144,2.7423,{'mp-2714846': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714880,Na30 Ca18 Hf6 Si9 S27 O144,3.0997999999999992,{'mp-2714880': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714883,Na30 Ca12 Al12 Si9 S27 O144,2.9801,{'mp-2714883': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714884,Na30 Mg18 Zr6 Si9 S27 O144,1.898499999999999,{'mp-2714884': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714914,Na30 Hf6 Mg18 Si9 S27 O144,2.9427000000000003,{'mp-2714914': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714865,Na42 Y12 Hf12 Si27 S9 O144,3.9367,{'mp-2714865': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714878,Na42 La12 Si27 Sn12 S9 O144,2.1707,{'mp-2714878': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714893,Na18 Mg3 Si18 Ge21 S18 O144,1.3737,{'mp-2714893': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714849,Na42 Sc12 Si27 Ge12 S9 O144,2.6957999999999993,{'mp-2714849': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714860,Na42 Zn6 Si27 Ge18 S9 O144,1.8193000000000001,{'mp-2714860': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714861,Na30 Mg18 Si9 Ge6 S27 O144,1.2253,{'mp-2714861': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714866,Na30 Zn18 Si9 Sn6 S27 O144,1.6365,{'mp-2714866': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714887,Na42 Nb6 Al18 Si27 S9 O144,1.7485,{'mp-2714887': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714903,Na30 Zn18 Si9 Ge6 S27 O144,1.7777,{'mp-2714903': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714919,Na42 Hf12 Al12 Si27 S9 O144,3.7155,{'mp-2714919': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714857,Na42 Sc18 Nb6 Si27 S9 O144,1.8667,{'mp-2714857': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714901,Na30 Ca18 Zr6 Si9 S27 O144,2.2717,{'mp-2714901': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714871,Na18 Ca3 Si18 Sn21 S18 O144,1.168499999999999,{'mp-2714871': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714874,Na18 Ca3 Hf21 Si18 S18 O144,3.5544000000000002,{'mp-2714874': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714877,Na42 Ca12 Ta12 Si27 S9 O144,2.0873,{'mp-2714877': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714881,Na30 Zn12 In12 Si9 S27 O144,2.545699999999999,{'mp-2714881': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714905,Na42 Ca12 Nb12 Si27 S9 O144,1.3514,{'mp-2714905': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714918,Na42 Zn6 Si27 Sn18 S9 O144,1.8577,{'mp-2714918': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714851,Na18 Hf21 Mg3 Si18 S18 O144,3.5897,{'mp-2714851': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714870,Na18 Y15 Nb9 Si18 S18 O144,1.3921000000000001,{'mp-2714870': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714913,Na30 Ca12 In12 Si9 S27 O144,0.0,{'mp-2714913': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714927,Na30 Mg12 Si15 Ge12 S21 O144,0.7039999999999991,{'mp-2714927': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714930,Na30 Mg12 Zr12 Si15 S21 O144,2.8947000000000003,{'mp-2714930': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714964,Na30 Ca12 Ti12 Si15 S21 O144,1.2164,{'mp-2714964': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714997,Na30 Ca12 Zr12 Si15 S21 O144,2.6572,{'mp-2714997': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714946,Na42 Zr12 In12 Si27 S9 O144,3.1859,{'mp-2714946': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2715000,Na30 Sc12 Ga12 Si15 S21 O144,3.3498,{'mp-2715000': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714980,Na42 La18 Ta6 Si27 S9 O144,2.8276,{'mp-2714980': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2714935,Na42 La18 Nb6 Si27 S9 O144,1.984,{'mp-2714935': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2715045,Na30 Zr12 Zn12 Si15 S21 O144,2.9584,{'mp-2715045': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2715014,Na30 Ca12 Si15 Ge12 S21 O144,0.0,{'mp-2715014': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2715085,Na30 Ca12 Hf12 Si15 S21 O144,3.3506,{'mp-2715085': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2715107,Na42 Ti12 Al12 Si27 S9 O144,1.960999999999999,{'mp-2715107': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2715002,Na42 Y12 Si27 Ge12 S9 O144,2.3723,{'mp-2715002': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2715011,Na30 La12 In12 Si15 S21 O144,2.6951,{'mp-2715011': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2715055,Na42 Zr12 Ga12 Si27 S9 O144,3.4715,{'mp-2715055': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2715075,Na30 Y12 Al12 Si15 S21 O144,3.8805,{'mp-2715075': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2715096,Na30 La12 Al12 Si15 S21 O144,3.7935,{'mp-2715096': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2715084,Na42 Hf12 Sc12 Si27 S9 O144,3.920999999999999,{'mp-2715084': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2715136,Na30 Ca12 Si15 Sn12 S21 O144,0.5012999999999991,{'mp-2715136': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2715150,Na30 Sc12 Al12 Si15 S21 O144,3.7006,{'mp-2715150': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2715003,Na30 Sc12 In12 Si15 S21 O144,2.943699999999999,{'mp-2715003': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2715034,Na30 Y12 Sc12 Si15 S21 O144,3.6014,{'mp-2715034': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2715049,Na30 Hf12 Zn12 Si15 S21 O144,3.568699999999999,{'mp-2715049': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2715142,Na42 Sc12 Ti12 Si27 S9 O144,2.0795,{'mp-2715142': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2715087,Na30 Zn12 Si15 Ge12 S21 O144,0.47999999999999904,{'mp-2715087': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2715111,Na42 Sc12 Si27 Sn12 S9 O144,2.4644,{'mp-2715111': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2715024,Na30 Hf12 Mg12 Si15 S21 O144,3.568699999999999,{'mp-2715024': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2715026,Na42 Ti12 Ga12 Si27 S9 O144,2.0151,{'mp-2715026': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2715110,Na30 Al12 Ga12 Si15 S21 O144,3.339899999999999,{'mp-2715110': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2715113,Na30 Mg12 Si15 Sn12 S21 O144,0.9577,{'mp-2715113': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2715076,Na30 Ti12 Zn12 Si15 S21 O144,1.3997,{'mp-2715076': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2715127,Na42 Al12 Si27 Sn12 S9 O144,2.446399999999999,{'mp-2715127': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2715129,Na30 In12 Ga12 Si15 S21 O144,2.7511,{'mp-2715129': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2715165,Na30 Y12 In12 Si15 S21 O144,2.6696,{'mp-2715165': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2715152,Na30 Mg12 Ti12 Si15 S21 O144,1.310099999999999,{'mp-2715152': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2715167,Na30 La12 Y12 Si15 S21 O144,3.835499999999999,{'mp-2715167': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2715173,Na42 La12 Zr12 Si27 S9 O144,3.6389,{'mp-2715173': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2715169,Na42 Hf18 Mg6 Si27 S9 O144,3.6345,{'mp-2715169': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2715175,Na42 Sc18 Ta6 Si27 S9 O144,2.6999,{'mp-2715175': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2715179,Na42 Mg12 Ta12 Si27 S9 O144,1.984999999999999,{'mp-2715179': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2715181,Na42 Ga12 Si27 Sn12 S9 O144,2.517999999999999,{'mp-2715181': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2715184,Na30 La12 Sc12 Si15 S21 O144,3.6633,{'mp-2715184': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2715195,Na42 Al12 Si27 Ge12 S9 O144,2.6234,{'mp-2715195': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2715194,Na42 Ga12 Si27 Ge12 S9 O144,2.4454000000000002,{'mp-2715194': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2715204,Na30 Y12 Ga12 Si15 S21 O144,2.9609,{'mp-2715204': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2715203,Na42 Ta6 In18 Si27 S9 O144,0.225,{'mp-2715203': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2715196,Na30 Al12 In12 Si15 S21 O144,2.8257,{'mp-2715196': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2715199,Na42 In12 Si27 Ge12 S9 O144,2.4142,{'mp-2715199': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2715206,Na30 La12 Ga12 Si15 S21 O144,2.8849,{'mp-2715206': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2715213,Na42 La12 Hf12 Si27 S9 O144,3.7413,{'mp-2715213': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2715527,Na6 Ta18 In6 Si21 S15 O144,2.3824,{'mp-2715527': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2715524,Na6 Sc6 Ta18 Si21 S15 O144,2.5195,{'mp-2715524': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2715523,Na42 Ca12 Zr12 Si21 S15 O144,2.9514,{'mp-2715523': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2715536,Na42 Ca12 Si21 Sn12 S15 O144,1.5903,{'mp-2715536': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2715537,Na6 Nb12 Si21 Sn12 S15 O144,1.6261,{'mp-2715537': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2715548,Na42 Al12 In12 Si21 S15 O144,0.7892999999999991,{'mp-2715548': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2715553,Na6 Ta12 Si21 Sn12 S15 O144,2.203,{'mp-2715553': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2715560,Na42 Mg12 Ti12 Si21 S15 O144,1.5579,{'mp-2715560': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2715574,Na6 Y6 Nb18 Si21 S15 O144,1.9098000000000002,{'mp-2715574': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2715575,Na42 Mg12 Zr12 Si21 S15 O144,2.6644,{'mp-2715575': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2715576,Na42 Hf12 Zn12 Si21 S15 O144,3.134699999999999,{'mp-2715576': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2715591,Na6 Sc6 Nb18 Si21 S15 O144,1.8661,{'mp-2715591': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2715594,Na6 Nb18 Ga6 Si21 S15 O144,1.9197000000000002,{'mp-2715594': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2715589,Na6 Zr12 Nb12 Si21 S15 O144,1.6432000000000002,{'mp-2715589': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
